from,to,distance
熊本県,和歌山県,440.27954041573844
熊本県,鳥取県,441.0820781631864
岡山県,長野県,442.78996017678304
和歌山県,東京都,443.1875952850619
福岡県,和歌山県,443.59917893794807
鳥取県,群馬県,445.13689118413095
大阪府,栃木県,446.27703706339594
和歌山県,埼玉県,446.4065560862793
埼玉県,岩手県,447.65692951329083
京都府,茨城県,448.3469517866618
鹿児島県,香川県,448.61917409747196
広島県,石川県,449.3586600388974
東京都,秋田県,449.477355014834
岐阜県,山形県,453.1869874304061
香川県,長野県,454.19512830165826
福岡県,兵庫県,454.7308717298979
奈良県,茨城県,456.3375117087126
千葉県,秋田県,457.4478765887705
奈良県,新潟県,457.89805468070676
愛知県,山形県,458.98881118935594
長崎県,徳島県,459.4071562237476
兵庫県,千葉県,460.4543828153233
石川県,秋田県,461.54768664361626
熊本県,兵庫県,461.85014687712436
佐賀県,和歌山県,463.0538636650607
東京都,岩手県,464.4719166546689
千葉県,岩手県,464.68369507539757
愛媛県,石川県,465.33944294002225
山口県,三重県,465.736611257539
鹿児島県,徳島県,466.24790912554784
宮崎県,兵庫県,466.4355971275988
鹿児島県,岡山県,466.6792592769497
山梨県,秋田県,470.6172973677272
高知県,静岡県,472.8230343880505
兵庫県,栃木県,473.1332357191832
大阪府,新潟県,475.7986317903685
神奈川県,秋田県,476.62020218282026
宮崎県,鳥取県,476.7553320099444
和歌山県,千葉県,477.0966516001003
佐賀県,兵庫県,478.0244110646167
福井県,宮城県,479.2896331048036
栃木県,青森県,479.32584791806124
島根県,長野県,479.3814227516656
山口県,福井県,479.8525897031457
富山県,岩手県,480.0074655514192
大分県,三重県,480.8914072983642
大阪府,茨城県,482.315170042042
高知県,富山県,483.2212508387021
徳島県,群馬県,483.6701858709511
福岡県,大阪府,484.56178731515956
島根県,静岡県,487.4367320112122
岐阜県,宮城県,488.57658419272656
三重県,福島県,488.6007626020637
徳島県,神奈川県,489.05702101313864
鳥取県,神奈川県,489.34183974754484
熊本県,大阪府,489.51838361881676
宮崎県,大阪府,489.97176198881755
鳥取県,埼玉県,490.2055424741548
神奈川県,岩手県,491.55852440965333
鹿児島県,島根県,492.50246845391143
愛知県,宮城県,492.6932540628716
鳥取県,東京都,493.441765245661
兵庫県,新潟県,495.81972997871674
山口県,岐阜県,497.81237445272586
茨城県,青森県,499.14439493024713
島根県,山梨県,499.46584731400964
広島県,富山県,500.08301259884934
和歌山県,栃木県,500.3276937860292
徳島県,東京都,501.6900321750172
岡山県,群馬県,502.05989740956284
鳥取県,新潟県,503.0129222108078
山梨県,岩手県,503.41656201016946
徳島県,埼玉県,504.65940862420683
長崎県,鳥取県,505.5058047428759
佐賀県,大阪府,507.23088635475835
香川県,群馬県,508.82395839905394
山口県,愛知県,509.0651146806222
兵庫県,茨城県,510.4117220444666
福岡県,奈良県,512.4610724797855
滋賀県,福島県,512.4862882502421
宮崎県,奈良県,512.7955622209292
愛媛県,富山県,513.2639933587784
群馬県,青森県,514.0732624072691
長野県,青森県,514.3044525605656
福岡県,京都府,514.7609337332933
熊本県,奈良県,515.7110227019933
高知県,山梨県,516.8638685943617
長崎県,和歌山県,518.1310835181257
京都府,福島県,519.4873071124995
三重県,山形県,520.5788507099463
鳥取県,栃木県,521.0910271133567
鹿児島県,和歌山県,522.4842780238414
福岡県,滋賀県,524.1154948121462
熊本県,京都府,524.9574747934645
香川県,神奈川県,525.2188714412617
石川県,岩手県,525.439667113046
大分県,福井県,525.8201774606546
大分県,岐阜県,526.7249215291254
岡山県,神奈川県,526.7460638969217
福井県,秋田県,529.9580515899743
宮崎県,京都府,530.0411061815095
愛媛県,静岡県,530.4432219015113
鳥取県,千葉県,532.4232756086415
大分県,愛知県,532.4885919539041
熊本県,滋賀県,533.317621345459
和歌山県,茨城県,533.6853012457201
佐賀県,奈良県,534.6390328937638
宮城県,北海道,534.7114312543373
岡山県,埼玉県,535.4607764977711
岡山県,東京都,535.469679685651
香川県,東京都,535.7249633008649
徳島県,千葉県,535.767173385352
和歌山県,新潟県,535.8208613314849
宮崎県,滋賀県,536.8305623299976
長崎県,兵庫県,536.8504783524544
香川県,埼玉県,537.0328356054913
奈良県,福島県,537.4807939695116
山口県,石川県,538.4202172707411
滋賀県,山形県,538.7594492064313
佐賀県,京都府,539.3861342849426
山形県,北海道,542.7304076547122
高知県,長野県,544.9524857965728
京都府,山形県,545.0143851701469
広島県,静岡県,545.364479763755
佐賀県,滋賀県,548.432878924192
静岡県,秋田県,548.6871033906193
島根県,群馬県,550.6079192097558
富山県,青森県,551.6259379536108
鹿児島県,兵庫県,553.6962041439097
三重県,宮城県,553.880812515842
鹿児島県,鳥取県,555.437686688534
徳島県,栃木県,557.2170085429492
大阪府,福島県,559.370638503531
埼玉県,青森県,560.4840620890401
長崎県,大阪府,565.3108222095932
岐阜県,秋田県,565.8753391873414
奈良県,山形県,565.9227093900982
鳥取県,茨城県,566.6449370426672
宮崎県,三重県,566.8593486107048
愛媛県,山梨県,567.3767716168132
香川県,千葉県,571.4407288380437
岡山県,千葉県,572.3316138691276
広島県,山梨県,573.6941045827513
福岡県,三重県,574.0067950003122
熊本県,三重県,575.0156811289767
広島県,長野県,575.1787651663524
滋賀県,宮城県,575.2364250311824
岡山県,栃木県,577.78708262134
愛知県,秋田県,578.0395033750899
鹿児島県,大阪府,578.0933927281176
東京都,青森県,578.2632538605037
静岡県,岩手県,579.7261184634231
岡山県,新潟県,581.1156249457656
京都府,宮城県,581.8625812708243
愛媛県,長野県,582.4400377617583
千葉県,青森県,582.8976045046705
兵庫県,福島県,583.2836374955607
香川県,栃木県,583.8804898583809
徳島県,新潟県,585.7759706255437
大阪府,山形県,586.162801920397
大分県,石川県,589.9355923162913
山口県,富山県,589.9818718770359
石川県,青森県,590.334856654779
徳島県,茨城県,591.5819136793336
長崎県,奈良県,592.1062891223398
福井県,岩手県,592.1903299070832
高知県,群馬県,593.9479407338932
福島県,北海道,595.5688308588165
佐賀県,三重県,595.5994156878464
福岡県,福井県,595.9570090329975
島根県,神奈川県,596.9322698302278
島根県,新潟県,597.0558780771498
香川県,新潟県,597.297609560262
島根県,埼玉県,597.5104681310113
高知県,神奈川県,597.93693200919
長崎県,京都府,599.215484798876
島根県,東京都,600.9560240939019
奈良県,宮城県,601.3056477756376
鹿児島県,奈良県,601.5394075970937
山梨県,青森県,604.2977511288249
神奈川県,青森県,605.499331410203
新潟県,北海道,606.6144379953511
長崎県,滋賀県,607.9382203194214
兵庫県,山形県,608.3658895685393
鳥取県,福島県,609.27061093141
福岡県,岐阜県,610.7080969030861
高知県,東京都,611.270731254943
高知県,埼玉県,614.6372680913761
和歌山県,福島県,617.0167486774359
鹿児島県,京都府,617.4828814802269
岡山県,茨城県,618.1920775410442
岐阜県,岩手県,618.2805550316235
福岡県,愛知県,620.4165483332771
熊本県,福井県,620.5498988085455
香川県,茨城県,621.813152126238
熊本県,岐阜県,621.9042235616112
大阪府,宮城県,622.4263370609613
鳥取県,山形県,623.8725897450831
宮崎県,岐阜県,624.5216521534297
宮崎県,愛知県,624.5823577937467
鹿児島県,滋賀県,624.5909097487909
佐賀県,福井県,625.5445145627386
島根県,栃木県,626.3129970257329
愛知県,岩手県,627.1086930367387
熊本県,愛知県,627.3376470823638
佐賀県,岐阜県,635.9811488274921
広島県,群馬県,637.9942422563497
大分県,富山県,638.600393129819
愛媛県,群馬県,638.6903018405213
山口県,静岡県,638.7085658092897
三重県,秋田県,639.3257805477131
宮崎県,福井県,639.3944669273093
島根県,千葉県,639.992777699408
滋賀県,秋田県,643.875036331946
佐賀県,愛知県,644.2446914091397
高知県,千葉県,644.7519263325216
和歌山県,山形県,645.1006286241357
兵庫県,宮城県,645.4872841792952
京都府,秋田県,648.1639426796082
長崎県,三重県,652.2195765890676
大分県,静岡県,652.4883606779016
愛媛県,神奈川県,653.742782536446
福岡県,石川県,654.9964524625369
鹿児島県,三重県,656.4402527005519
沖縄県,鹿児島県,657.2271228128924
福井県,青森県,659.2267753742613
愛媛県,東京都,664.9671457814459
鳥取県,宮城県,665.0519644046799
広島県,神奈川県,665.0883422989803
愛媛県,埼玉県,666.662610897882
山口県,長野県,666.7541638508907
山口県,山梨県,667.3962681256936
高知県,栃木県,667.6219028437818
徳島県,福島県,671.2994139286609
島根県,茨城県,672.9307726247974
広島県,埼玉県,673.527571120734
広島県,東京都,673.7479432334555
奈良県,秋田県,675.2583801860143
岡山県,福島県,679.076494792112
和歌山県,宮城県,680.739801062595
静岡県,青森県,682.229604688586
熊本県,石川県,684.1274832945835
佐賀県,石川県,686.0905325326611
三重県,岩手県,688.909630114258
長崎県,福井県,689.5123729909641
香川県,福島県,690.6521748544802
大阪府,秋田県,691.0183204285803
高知県,新潟県,691.801800744815
大分県,山梨県,692.2720748580891
長崎県,岐阜県,696.131353984687
鳥取県,秋田県,697.1860749920729
徳島県,山形県,697.5925078105877
岐阜県,青森県,698.7850957566369
岡山県,山形県,698.9560503735827
愛媛県,千葉県,700.186664359612
滋賀県,岩手県,700.5614408141084
高知県,茨城県,701.843225148415
長崎県,愛知県,702.9711032550539
京都府,岩手県,705.8069697147896
広島県,新潟県,706.3481437209336
福岡県,富山県,706.4439422656174
宮崎県,石川県,706.6855149757655
兵庫県,秋田県,708.4715676573996
島根県,福島県,708.5682917543645
大分県,長野県,708.6034089682037
広島県,千葉県,710.6790506253615
愛知県,青森県,711.6355751883366
鹿児島県,岐阜県,712.7019112371381
香川県,山形県,713.0932879363387
鹿児島県,愛知県,713.5978001383288
愛媛県,栃木県,713.8498407139854
広島県,栃木県,713.9633208597047
島根県,山形県,719.4780858486558
愛媛県,新潟県,722.0233259608608
鹿児島県,福井県,724.1196222101404
宮崎県,静岡県,729.9026425704812
奈良県,岩手県,730.0456973059764
沖縄県,宮崎県,730.5041967949372
山口県,群馬県,730.929795670741
熊本県,富山県,733.2134117234292
栃木県,北海道,733.2767519842214
徳島県,宮城県,734.1908908521683
佐賀県,富山県,736.925600086498
岡山県,宮城県,738.3771904289526
熊本県,静岡県,745.8880601082587
福岡県,静岡県,747.1997691641817
大阪府,岩手県,748.0910988164668
長崎県,石川県,751.1502754250862
茨城県,北海道,751.4830111515838
香川県,宮城県,751.4833905782992
和歌山県,秋田県,751.5075553134261
宮崎県,富山県,751.7550363251502
愛媛県,茨城県,751.7676069169128
広島県,茨城県,755.5577436743979
沖縄県,長崎県,757.047301156465
山口県,神奈川県,758.7782100946805
島根県,宮城県,761.7415225648178
長野県,北海道,762.3958620772725
大分県,群馬県,764.7119567822348
鳥取県,岩手県,767.1242758723648
山口県,埼玉県,767.2270274265569
群馬県,北海道,767.2470700886603
山口県,東京都,767.4883199343013
兵庫県,岩手県,767.8545341673464
佐賀県,静岡県,768.3799430959574
三重県,青森県,772.7291649732193
滋賀県,青森県,775.2212969636018
大分県,神奈川県,776.8241617360197
京都府,青森県,779.1154730794226
福岡県,山梨県,779.689256565461
島根県,秋田県,779.9355501240343
高知県,福島県,780.5666873425944
宮崎県,山梨県,780.7208780941322
福岡県,長野県,782.6344394561858
岡山県,秋田県,783.6005950508019
熊本県,山梨県,787.0222788776584
沖縄県,熊本県,788.9342465963314
大分県,東京都,788.9388802087938
鹿児島県,石川県,790.6079366811039
富山県,北海道,790.9755855352397
大分県,埼玉県,791.2143644664054
山口県,新潟県,794.4643160089583
徳島県,秋田県,798.4260518070028
長崎県,富山県,801.4604987728608
熊本県,長野県,803.7745158011637
香川県,秋田県,803.921460368938
佐賀県,山梨県,803.9985847007332
山口県,千葉県,804.4044860190393
高知県,山形県,805.5558110310143
山口県,栃木県,806.9589220557735
奈良県,青森県,807.208045411475
和歌山県,岩手県,808.1087857516609
広島県,福島県,810.1988347406709
佐賀県,長野県,811.5057303146178
宮崎県,長野県,814.0076114979862
埼玉県,北海道,814.5057045270268
愛媛県,福島県,818.9243199216755
鳥取県,青森県,819.9722699747538
鹿児島県,静岡県,820.3558829859675
大阪府,青森県,822.0814567418755
沖縄県,佐賀県,822.188671125641
大分県,千葉県,823.4757001282292
長崎県,静岡県,824.0355275689027
石川県,北海道,824.327330041985
広島県,山形県,826.6844317653014
東京都,北海道,832.2326174657971
千葉県,北海道,836.0744548623443
鹿児島県,富山県,836.8662336137858
兵庫県,青森県,838.4622800636868
愛媛県,山形県,839.6550009731907
大分県,栃木県,839.7303689802486
高知県,宮城県,842.8486004965729
福岡県,群馬県,845.5460027154221
大分県,新潟県,847.0258151413859
山口県,茨城県,849.0142814454326
岡山県,岩手県,849.8439807868742
島根県,岩手県,854.4317790520737
宮崎県,神奈川県,855.7148927409297
山梨県,北海道,856.7020895323698
徳島県,岩手県,857.8760681239237
神奈川県,北海道,859.470212264856
熊本県,群馬県,859.9429945919729
宮崎県,群馬県,860.9259932067529
長崎県,山梨県,862.8478717759301
沖縄県,福岡県,863.3361082478764
広島県,宮城県,867.389830822342
香川県,岩手県,867.774485884062
沖縄県,大分県,868.3492790268006
福岡県,神奈川県,869.1231492003535
鹿児島県,山梨県,870.4189059375109
熊本県,神奈川県,870.6426693063601
宮崎県,東京都,871.3915216644743
佐賀県,群馬県,872.3390657371046
長崎県,長野県,874.6294747591865
宮崎県,埼玉県,876.4306888455393
大分県,茨城県,876.9708494915765
愛媛県,宮城県,878.8207905806956
福岡県,東京都,878.9662561133283
福岡県,埼玉県,879.4710023357915
和歌山県,青森県,882.612426945734
熊本県,東京都,883.2053480875305
熊本県,埼玉県,885.7703269197114
佐賀県,神奈川県,891.5256741007544
福井県,北海道,893.2401567899037
島根県,青森県,897.2881328373713
広島県,秋田県,899.4855621609214
山口県,福島県,900.8674027281055
高知県,秋田県,900.9804622799105
鹿児島県,長野県,901.1527171687364
佐賀県,東京都,902.3469584705857
宮崎県,千葉県,902.5354844331998
佐賀県,埼玉県,903.5721589882492
岡山県,青森県,909.1219675788404
福岡県,新潟県,911.0945027320639
福岡県,千葉県,915.1847671760855
山口県,山形県,915.7121141107539
熊本県,千葉県,917.3757573793159
福岡県,栃木県,921.4696319867913
愛媛県,秋田県,923.440428543737
徳島県,青森県,928.1384815708058
香川県,青森県,931.0736438186935
長崎県,群馬県,933.5113926068601
宮崎県,栃木県,933.5452930085058
静岡県,北海道,934.8257449512613
熊本県,栃木県,934.9040083682934
佐賀県,千葉県,937.8880737902698
岐阜県,北海道,941.2231622195931
熊本県,新潟県,941.356524203576
佐賀県,新潟県,942.8759980789612
大分県,福島県,945.0626623827881
鹿児島県,神奈川県,946.1791589127735
佐賀県,栃木県,948.0409543464434
長崎県,神奈川県,948.2415846407039
鹿児島県,群馬県,949.7735926702939
愛知県,北海道,956.302714462423
山口県,宮城県,956.9752401203965
沖縄県,山口県,958.2759544288127
長崎県,東京都,960.0787534675343
宮崎県,新潟県,960.6035582475847
鹿児島県,東京都,961.6670611818695
長崎県,埼玉県,962.048133240876
福岡県,茨城県,962.4665366078553
高知県,岩手県,963.2259662245772
宮崎県,茨城県,964.9794123934241
大分県,山形県,965.2914062152311
鹿児島県,埼玉県,966.5122020649203
広島県,岩手県,970.4965668715937
熊本県,茨城県,971.8295173505533
沖縄県,愛媛県,979.0594630319487
山口県,秋田県,982.388055953934
佐賀県,茨城県,987.7200103668766
愛媛県,岩手県,990.5404286011649
沖縄県,高知県,992.2663478596934
鹿児島県,千葉県,993.015414094831
長崎県,千葉県,994.8499228220965
大分県,宮城県,1004.7056152356757
長崎県,新潟県,1008.2584377073788
長崎県,栃木県,1008.9153693378357
滋賀県,北海道,1012.8830792659727
京都府,北海道,1015.760586291526
三重県,北海道,1016.4216264396102
福岡県,福島県,1017.1713915437884
沖縄県,広島県,1018.7182937360308
広島県,青森県,1020.3066195959726
鹿児島県,栃木県,1022.7973132212373
高知県,青森県,1028.8893870480365
福岡県,山形県,1032.321171328332
鳥取県,北海道,1038.8757462018395
熊本県,福島県,1040.2033394664663
大分県,秋田県,1045.7029335154427
鹿児島県,新潟県,1045.9111002092964
奈良県,北海道,1046.2509728638847
佐賀県,福島県,1046.898395411946
長崎県,茨城県,1047.2568573263814
愛媛県,青森県,1047.8156781121197
宮崎県,福島県,1049.2977126916312
鹿児島県,茨城県,1054.8897783870786
山口県,岩手県,1055.681400983358
大阪府,北海道,1058.6940530856207
熊本県,山形県,1060.0391228488331
佐賀県,山形県,1063.4690168748857
兵庫県,北海道,1072.3222511679817
福岡県,宮城県,1073.5288001248307
宮崎県,山形県,1074.7125477985796
沖縄県,香川県,1090.2744413295636
沖縄県,徳島県,1094.786089455584
福岡県,秋田県,1097.9951866069102
熊本県,宮城県,1099.6354456235233
山口県,青森県,1100.343817371757
佐賀県,宮城県,1104.2314650441608
島根県,北海道,1104.5986178371495
長崎県,福島県,1110.5648273669642
宮崎県,宮城県,1111.8986357327724
沖縄県,岡山県,1113.8807985698597
大分県,岩手県,1114.4222398325423
和歌山県,北海道,1118.938809716336
長崎県,山形県,1128.300598103393
岡山県,北海道,1132.4194091563027
佐賀県,秋田県,1132.6245070266696
鹿児島県,福島県,1136.970177754874
熊本県,秋田県,1138.1329106808544
沖縄県,和歌山県,1144.3554596657814
沖縄県,島根県,1149.649253004414
香川県,北海道,1157.6718638327002
徳島県,北海道,1160.6686175119203
鹿児島県,山形県,1161.25206118773
宮崎県,秋田県,1167.5783030588536
大分県,青森県,1168.3213792713445
長崎県,宮城県,1168.6843847304592
福岡県,岩手県,1171.8968984186452
沖縄県,兵庫県,1184.860145239298
鹿児島県,宮城県,1198.996540080898
長崎県,秋田県,1199.8634645471732
沖縄県,大阪府,1204.22535847076
佐賀県,岩手県,1205.4807596362741
沖縄県,鳥取県,1207.1561522125166
熊本県,岩手県,1207.9134171278868
福岡県,青森県,1214.8205915698195
沖縄県,奈良県,1222.9809091096756
宮崎県,岩手県,1231.5804081265678
広島県,北海道,1232.6716732817854
沖縄県,京都府,1246.507361865927
鹿児島県,秋田県,1250.238990853674
佐賀県,青森県,1250.6444900833353
沖縄県,滋賀県,1251.7675359962852
高知県,北海道,1256.4232204370703
熊本県,青森県,1259.5037154453632
愛媛県,北海道,1267.308692082968
沖縄県,三重県,1268.7506220864423
長崎県,岩手県,1272.0522100654905
宮崎県,青森県,1293.7827095253326
山口県,北海道,1305.9849652652417
鹿児島県,岩手県,1316.0169772655743
長崎県,青森県,1318.4998740441022
沖縄県,愛知県,1329.9409725304347
沖縄県,岐阜県,1335.5211229343306
沖縄県,福井県,1362.8267181267258
鹿児島県,青森県,1374.9642590968438
大分県,北海道,1382.971545778965
沖縄県,静岡県,1412.111261924019
福岡県,北海道,1416.9051864371506
沖縄県,石川県,1431.3358759632063
佐賀県,北海道,1454.8373620702523
熊本県,北海道,1470.712567543779
沖縄県,富山県,1473.2831995215386
沖縄県,山梨県,1475.378172026452
宮崎県,北海道,1515.63099442079
長崎県,北海道,1523.3821373575165
沖縄県,長野県,1527.486618399904
沖縄県,神奈川県,1533.573699340153
沖縄県,東京都,1553.959150061242
沖縄県,群馬県,1562.824289080969
沖縄県,埼玉県,1562.8830843437006
沖縄県,千葉県,1578.523963005099
鹿児島県,北海道,1592.8892743029335
沖縄県,栃木県,1630.288847161115
沖縄県,茨城県,1652.4402795532014
沖縄県,新潟県,1680.0167350443078
沖縄県,福島県,1757.2542331912139
沖縄県,山形県,1788.5164740257499
沖縄県,宮城県,1822.6075823880117
沖縄県,秋田県,1892.7843664242866
沖縄県,岩手県,1952.2985922147554
沖縄県,青森県,2021.1553019598912
沖縄県,北海道,2245.963924983826
